#PicoSessionID,PicoSessionLogID,LogDate,WortTemp,ThermoBlockTemp,Event,ErrorCode,ShuttleScaler
86561,27419954,3/21/2019 9:41:50 PM,212,263,NULL,0,0.2
86561,27419961,3/21/2019 9:42:15 PM,213,259,NULL,0,0.2
86561,27419968,3/21/2019 9:42:40 PM,212,254,NULL,0,0.2
86561,27419974,3/21/2019 9:43:05 PM,211,250,NULL,0,0.2
86561,27419981,3/21/2019 9:43:30 PM,212,246,NULL,0,0.2
86561,27419988,3/21/2019 9:43:56 PM,215,242,NULL,0,0.2
86561,27419995,3/21/2019 9:44:21 PM,213,237,NULL,0,0.2
86561,27420002,3/21/2019 9:44:46 PM,211,233,NULL,0,0.2
86561,27420009,3/21/2019 9:45:10 PM,211,229,Brew Complete,0,0.2


